fecha=2020-04-01, casosComunidad=394, hombres=169, mujeres=225, casosAlicante=139, casosCastellon=47, casosValencia=208
fecha=2021-04-09, casosComunidad=163, hombres=79, mujeres=84, casosAlicante=59, casosCastellon=19, casosValencia=85
fecha=2021-04-10, casosComunidad=163, hombres=71, mujeres=92, casosAlicante=40, casosCastellon=39, casosValencia=84
fecha=2021-04-11, casosComunidad=76, hombres=36, mujeres=40, casosAlicante=27, casosCastellon=8, casosValencia=41
fecha=2021-04-12, casosComunidad=96, hombres=47, mujeres=49, casosAlicante=32, casosCastellon=28, casosValencia=36
fecha=2021-04-13, casosComunidad=155, hombres=75, mujeres=80, casosAlicante=41, casosCastellon=32, casosValencia=82
fecha=2021-04-14, casosComunidad=196, hombres=99, mujeres=97, casosAlicante=57, casosCastellon=19, casosValencia=120
fecha=2021-04-15, casosComunidad=210, hombres=106, mujeres=104, casosAlicante=54, casosCastellon=38, casosValencia=118
fecha=2021-04-16, casosComunidad=147, hombres=73, mujeres=74, casosAlicante=33, casosCastellon=31, casosValencia=83
fecha=2021-04-17, casosComunidad=142, hombres=72, mujeres=70, casosAlicante=39, casosCastellon=40, casosValencia=63
fecha=2021-04-18, casosComunidad=77, hombres=37, mujeres=40, casosAlicante=19, casosCastellon=18, casosValencia=40
fecha=2021-04-19, casosComunidad=114, hombres=57, mujeres=57, casosAlicante=36, casosCastellon=20, casosValencia=58
fecha=2021-04-20, casosComunidad=206, hombres=110, mujeres=96, casosAlicante=54, casosCastellon=48, casosValencia=104
fecha=2021-04-21, casosComunidad=197, hombres=107, mujeres=90, casosAlicante=57, casosCastellon=49, casosValencia=91
fecha=2021-04-22, casosComunidad=179, hombres=83, mujeres=96, casosAlicante=47, casosCastellon=39, casosValencia=93
fecha=2021-04-23, casosComunidad=313, hombres=138, mujeres=175, casosAlicante=58, casosCastellon=59, casosValencia=196
fecha=2021-04-24, casosComunidad=137, hombres=65, mujeres=72, casosAlicante=37, casosCastellon=30, casosValencia=70
fecha=2021-04-25, casosComunidad=75, hombres=36, mujeres=39, casosAlicante=23, casosCastellon=28, casosValencia=24
fecha=2021-04-26, casosComunidad=158, hombres=76, mujeres=82, casosAlicante=47, casosCastellon=17, casosValencia=94
fecha=2021-04-27, casosComunidad=207, hombres=93, mujeres=114, casosAlicante=50, casosCastellon=39, casosValencia=118
fecha=2021-04-28, casosComunidad=177, hombres=92, mujeres=85, casosAlicante=58, casosCastellon=50, casosValencia=69
fecha=2021-04-29, casosComunidad=165, hombres=78, mujeres=87, casosAlicante=63, casosCastellon=24, casosValencia=78
fecha=2021-04-30, casosComunidad=198, hombres=104, mujeres=94, casosAlicante=70, casosCastellon=39, casosValencia=89
fecha=2022-04-01, casosComunidad=1224, hombres=488, mujeres=734, casosAlicante=228, casosCastellon=394, casosValencia=602
fecha=2022-04-02, casosComunidad=496, hombres=197, mujeres=294, casosAlicante=113, casosCastellon=139, casosValencia=244
fecha=2022-04-03, casosComunidad=289, hombres=111, mujeres=175, casosAlicante=66, casosCastellon=76, casosValencia=147
fecha=2022-04-04, casosComunidad=1544, hombres=590, mujeres=946, casosAlicante=380, casosCastellon=441, casosValencia=723
fecha=2022-04-05, casosComunidad=1337, hombres=532, mujeres=803, casosAlicante=288, casosCastellon=400, casosValencia=649
fecha=2022-04-06, casosComunidad=1334, hombres=531, mujeres=800, casosAlicante=257, casosCastellon=342, casosValencia=735
fecha=2022-04-07, casosComunidad=1261, hombres=514, mujeres=744, casosAlicante=291, casosCastellon=399, casosValencia=571
fecha=2022-04-08, casosComunidad=1390, hombres=571, mujeres=815, casosAlicante=380, casosCastellon=339, casosValencia=670
fecha=2022-04-09, casosComunidad=616, hombres=240, mujeres=373, casosAlicante=186, casosCastellon=153, casosValencia=277
fecha=2022-04-10, casosComunidad=444, hombres=184, mujeres=258, casosAlicante=154, casosCastellon=116, casosValencia=174
fecha=2022-04-11, casosComunidad=1727, hombres=696, mujeres=1029, casosAlicante=421, casosCastellon=458, casosValencia=848
fecha=2022-04-12, casosComunidad=1843, hombres=750, mujeres=1090, casosAlicante=450, casosCastellon=497, casosValencia=896
fecha=2022-04-13, casosComunidad=1611, hombres=630, mujeres=975, casosAlicante=365, casosCastellon=453, casosValencia=793
fecha=2022-04-14, casosComunidad=602, hombres=245, mujeres=356, casosAlicante=184, casosCastellon=156, casosValencia=262
fecha=2022-04-15, casosComunidad=483, hombres=164, mujeres=319, casosAlicante=164, casosCastellon=128, casosValencia=191
fecha=2022-04-16, casosComunidad=754, hombres=280, mujeres=474, casosAlicante=232, casosCastellon=168, casosValencia=354
fecha=2022-04-17, casosComunidad=542, hombres=214, mujeres=327, casosAlicante=183, casosCastellon=112, casosValencia=247
fecha=2022-04-18, casosComunidad=689, hombres=265, mujeres=424, casosAlicante=245, casosCastellon=172, casosValencia=272
fecha=2022-04-19, casosComunidad=2299, hombres=947, mujeres=1348, casosAlicante=722, casosCastellon=464, casosValencia=1113
fecha=2022-04-20, casosComunidad=1873, hombres=758, mujeres=1113, casosAlicante=597, casosCastellon=434, casosValencia=842
fecha=2022-04-21, casosComunidad=1753, hombres=681, mujeres=1071, casosAlicante=580, casosCastellon=407, casosValencia=766
fecha=2022-04-22, casosComunidad=1632, hombres=654, mujeres=977, casosAlicante=562, casosCastellon=333, casosValencia=737
fecha=2022-04-23, casosComunidad=696, hombres=311, mujeres=383, casosAlicante=205, casosCastellon=173, casosValencia=318
fecha=2022-04-24, casosComunidad=464, hombres=195, mujeres=263, casosAlicante=177, casosCastellon=108, casosValencia=179
fecha=2022-04-25, casosComunidad=1303, hombres=519, mujeres=782, casosAlicante=630, casosCastellon=314, casosValencia=359
fecha=2022-04-26, casosComunidad=2075, hombres=831, mujeres=1243, casosAlicante=629, casosCastellon=322, casosValencia=1124
fecha=2022-04-27, casosComunidad=2218, hombres=856, mujeres=1357, casosAlicante=769, casosCastellon=367, casosValencia=1082
fecha=2022-04-28, casosComunidad=1898, hombres=766, mujeres=1129, casosAlicante=558, casosCastellon=261, casosValencia=1079
fecha=2022-04-29, casosComunidad=1904, hombres=767, mujeres=1134, casosAlicante=770, casosCastellon=220, casosValencia=914
fecha=2022-04-30, casosComunidad=878, hombres=349, mujeres=529, casosAlicante=312, casosCastellon=120, casosValencia=446
fecha=2023-04-01, casosComunidad=77, hombres=37, mujeres=40, casosAlicante=13, casosCastellon=11, casosValencia=53
fecha=2023-04-03, casosComunidad=160, hombres=79, mujeres=81, casosAlicante=34, casosCastellon=22, casosValencia=104
fecha=2023-04-04, casosComunidad=156, hombres=64, mujeres=92, casosAlicante=40, casosCastellon=23, casosValencia=93
fecha=2023-04-05, casosComunidad=135, hombres=55, mujeres=80, casosAlicante=31, casosCastellon=21, casosValencia=83
fecha=2023-04-06, casosComunidad=105, hombres=55, mujeres=50, casosAlicante=18, casosCastellon=14, casosValencia=73
fecha=2023-04-07, casosComunidad=83, hombres=37, mujeres=46, casosAlicante=36, casosCastellon=10, casosValencia=37
fecha=2023-04-08, casosComunidad=76, hombres=28, mujeres=48, casosAlicante=20, casosCastellon=9, casosValencia=47
fecha=2023-04-09, casosComunidad=92, hombres=41, mujeres=51, casosAlicante=17, casosCastellon=13, casosValencia=62
fecha=2023-04-10, casosComunidad=87, hombres=34, mujeres=53, casosAlicante=21, casosCastellon=17, casosValencia=49
fecha=2023-04-11, casosComunidad=196, hombres=79, mujeres=117, casosAlicante=51, casosCastellon=35, casosValencia=110
fecha=2023-04-12, casosComunidad=143, hombres=58, mujeres=85, casosAlicante=26, casosCastellon=22, casosValencia=95
fecha=2023-04-13, casosComunidad=152, hombres=64, mujeres=88, casosAlicante=51, casosCastellon=36, casosValencia=65
fecha=2023-04-14, casosComunidad=172, hombres=61, mujeres=111, casosAlicante=29, casosCastellon=53, casosValencia=90
fecha=2023-04-15, casosComunidad=95, hombres=42, mujeres=53, casosAlicante=25, casosCastellon=18, casosValencia=52
fecha=2023-04-16, casosComunidad=101, hombres=54, mujeres=47, casosAlicante=41, casosCastellon=14, casosValencia=46
fecha=2023-04-17, casosComunidad=169, hombres=69, mujeres=100, casosAlicante=62, casosCastellon=50, casosValencia=57
fecha=2023-04-18, casosComunidad=168, hombres=68, mujeres=100, casosAlicante=45, casosCastellon=27, casosValencia=96
fecha=2023-04-19, casosComunidad=168, hombres=75, mujeres=93, casosAlicante=36, casosCastellon=37, casosValencia=95
fecha=2023-04-20, casosComunidad=120, hombres=48, mujeres=72, casosAlicante=32, casosCastellon=29, casosValencia=59
fecha=2023-04-21, casosComunidad=151, hombres=68, mujeres=83, casosAlicante=42, casosCastellon=21, casosValencia=88
fecha=2023-04-24, casosComunidad=162, hombres=67, mujeres=95, casosAlicante=58, casosCastellon=33, casosValencia=71
fecha=2023-04-25, casosComunidad=153, hombres=56, mujeres=97, casosAlicante=45, casosCastellon=17, casosValencia=91
fecha=2023-04-26, casosComunidad=117, hombres=60, mujeres=57, casosAlicante=34, casosCastellon=16, casosValencia=67
fecha=2023-04-27, casosComunidad=114, hombres=53, mujeres=61, casosAlicante=51, casosCastellon=18, casosValencia=45
fecha=2023-04-28, casosComunidad=105, hombres=37, mujeres=68, casosAlicante=34, casosCastellon=8, casosValencia=63
