fecha=2020-03-13, casosComunidad=131, hombres=62, mujeres=69, casosAlicante=57, casosCastellon=7, casosValencia=67
fecha=2020-04-10, casosComunidad=152, hombres=58, mujeres=94, casosAlicante=47, casosCastellon=34, casosValencia=71
fecha=2020-04-13, casosComunidad=131, hombres=62, mujeres=69, casosAlicante=26, casosCastellon=44, casosValencia=61
fecha=2020-04-14, casosComunidad=115, hombres=50, mujeres=65, casosAlicante=36, casosCastellon=23, casosValencia=56
fecha=2020-04-15, casosComunidad=207, hombres=87, mujeres=120, casosAlicante=49, casosCastellon=79, casosValencia=79
fecha=2020-07-21, casosComunidad=108, hombres=58, mujeres=50, casosAlicante=32, casosCastellon=33, casosValencia=43
fecha=2020-07-22, casosComunidad=115, hombres=51, mujeres=64, casosAlicante=30, casosCastellon=27, casosValencia=58
fecha=2020-07-23, casosComunidad=128, hombres=63, mujeres=65, casosAlicante=40, casosCastellon=17, casosValencia=71
fecha=2020-07-24, casosComunidad=158, hombres=80, mujeres=78, casosAlicante=40, casosCastellon=25, casosValencia=93
fecha=2020-07-25, casosComunidad=154, hombres=83, mujeres=71, casosAlicante=42, casosCastellon=17, casosValencia=95
fecha=2020-07-27, casosComunidad=117, hombres=57, mujeres=60, casosAlicante=62, casosCastellon=9, casosValencia=46
fecha=2020-07-28, casosComunidad=157, hombres=79, mujeres=78, casosAlicante=43, casosCastellon=5, casosValencia=109
fecha=2020-07-29, casosComunidad=237, hombres=118, mujeres=119, casosAlicante=93, casosCastellon=8, casosValencia=136
fecha=2020-07-30, casosComunidad=261, hombres=135, mujeres=126, casosAlicante=62, casosCastellon=11, casosValencia=188
fecha=2020-07-31, casosComunidad=222, hombres=98, mujeres=124, casosAlicante=63, casosCastellon=17, casosValencia=142
fecha=2020-08-01, casosComunidad=218, hombres=101, mujeres=117, casosAlicante=58, casosCastellon=10, casosValencia=150
fecha=2020-08-02, casosComunidad=115, hombres=52, mujeres=63, casosAlicante=54, casosCastellon=3, casosValencia=58
fecha=2020-08-03, casosComunidad=217, hombres=120, mujeres=97, casosAlicante=54, casosCastellon=11, casosValencia=152
fecha=2020-08-04, casosComunidad=347, hombres=165, mujeres=182, casosAlicante=66, casosCastellon=6, casosValencia=275
fecha=2020-08-05, casosComunidad=357, hombres=172, mujeres=185, casosAlicante=73, casosCastellon=9, casosValencia=275
fecha=2020-08-06, casosComunidad=324, hombres=151, mujeres=173, casosAlicante=55, casosCastellon=14, casosValencia=255
fecha=2020-08-07, casosComunidad=315, hombres=154, mujeres=161, casosAlicante=59, casosCastellon=17, casosValencia=239
fecha=2020-08-08, casosComunidad=282, hombres=137, mujeres=145, casosAlicante=86, casosCastellon=16, casosValencia=180
fecha=2020-08-09, casosComunidad=173, hombres=82, mujeres=91, casosAlicante=31, casosCastellon=7, casosValencia=135
fecha=2020-08-10, casosComunidad=295, hombres=142, mujeres=153, casosAlicante=95, casosCastellon=18, casosValencia=182
fecha=2020-08-11, casosComunidad=353, hombres=183, mujeres=170, casosAlicante=56, casosCastellon=23, casosValencia=274
fecha=2020-08-12, casosComunidad=443, hombres=226, mujeres=217, casosAlicante=103, casosCastellon=37, casosValencia=303
fecha=2020-08-13, casosComunidad=479, hombres=244, mujeres=235, casosAlicante=130, casosCastellon=20, casosValencia=329
fecha=2020-08-14, casosComunidad=528, hombres=275, mujeres=253, casosAlicante=124, casosCastellon=25, casosValencia=379
fecha=2020-08-15, casosComunidad=369, hombres=199, mujeres=170, casosAlicante=96, casosCastellon=18, casosValencia=255
fecha=2020-08-16, casosComunidad=199, hombres=108, mujeres=91, casosAlicante=83, casosCastellon=13, casosValencia=103
fecha=2020-08-17, casosComunidad=320, hombres=160, mujeres=160, casosAlicante=146, casosCastellon=18, casosValencia=156
fecha=2020-08-18, casosComunidad=504, hombres=250, mujeres=254, casosAlicante=110, casosCastellon=22, casosValencia=372
fecha=2020-08-19, casosComunidad=564, hombres=274, mujeres=290, casosAlicante=150, casosCastellon=44, casosValencia=370
fecha=2020-08-20, casosComunidad=567, hombres=278, mujeres=289, casosAlicante=151, casosCastellon=39, casosValencia=377
fecha=2020-08-21, casosComunidad=693, hombres=346, mujeres=347, casosAlicante=178, casosCastellon=52, casosValencia=463
fecha=2020-08-22, casosComunidad=628, hombres=288, mujeres=340, casosAlicante=134, casosCastellon=89, casosValencia=405
fecha=2020-08-23, casosComunidad=277, hombres=130, mujeres=147, casosAlicante=77, casosCastellon=23, casosValencia=177
fecha=2020-08-24, casosComunidad=498, hombres=245, mujeres=253, casosAlicante=170, casosCastellon=33, casosValencia=295
fecha=2020-08-25, casosComunidad=520, hombres=268, mujeres=252, casosAlicante=156, casosCastellon=64, casosValencia=300
fecha=2020-08-26, casosComunidad=687, hombres=331, mujeres=356, casosAlicante=144, casosCastellon=76, casosValencia=467
fecha=2020-08-27, casosComunidad=712, hombres=344, mujeres=368, casosAlicante=190, casosCastellon=92, casosValencia=430
fecha=2020-08-28, casosComunidad=846, hombres=408, mujeres=438, casosAlicante=219, casosCastellon=66, casosValencia=561
fecha=2020-08-29, casosComunidad=719, hombres=324, mujeres=395, casosAlicante=160, casosCastellon=96, casosValencia=463
fecha=2020-08-30, casosComunidad=345, hombres=153, mujeres=192, casosAlicante=117, casosCastellon=34, casosValencia=194
fecha=2020-08-31, casosComunidad=460, hombres=238, mujeres=222, casosAlicante=185, casosCastellon=36, casosValencia=239
fecha=2020-09-01, casosComunidad=581, hombres=298, mujeres=283, casosAlicante=191, casosCastellon=51, casosValencia=339
fecha=2020-09-02, casosComunidad=767, hombres=367, mujeres=400, casosAlicante=297, casosCastellon=84, casosValencia=386
fecha=2020-09-03, casosComunidad=628, hombres=306, mujeres=322, casosAlicante=265, casosCastellon=70, casosValencia=293
fecha=2020-09-04, casosComunidad=706, hombres=332, mujeres=374, casosAlicante=259, casosCastellon=79, casosValencia=368
fecha=2020-09-05, casosComunidad=533, hombres=255, mujeres=278, casosAlicante=159, casosCastellon=59, casosValencia=315
fecha=2020-09-06, casosComunidad=341, hombres=170, mujeres=171, casosAlicante=136, casosCastellon=24, casosValencia=181
fecha=2020-09-07, casosComunidad=424, hombres=215, mujeres=209, casosAlicante=201, casosCastellon=39, casosValencia=184
fecha=2020-09-08, casosComunidad=666, hombres=315, mujeres=351, casosAlicante=257, casosCastellon=69, casosValencia=340
fecha=2020-09-09, casosComunidad=707, hombres=349, mujeres=358, casosAlicante=291, casosCastellon=92, casosValencia=324
fecha=2020-09-10, casosComunidad=701, hombres=319, mujeres=382, casosAlicante=283, casosCastellon=46, casosValencia=372
fecha=2020-09-11, casosComunidad=749, hombres=377, mujeres=372, casosAlicante=318, casosCastellon=76, casosValencia=355
fecha=2020-09-12, casosComunidad=489, hombres=253, mujeres=236, casosAlicante=174, casosCastellon=45, casosValencia=270
fecha=2020-09-13, casosComunidad=328, hombres=157, mujeres=171, casosAlicante=126, casosCastellon=36, casosValencia=166
fecha=2020-09-14, casosComunidad=440, hombres=237, mujeres=203, casosAlicante=260, casosCastellon=36, casosValencia=144
fecha=2020-09-15, casosComunidad=513, hombres=254, mujeres=259, casosAlicante=185, casosCastellon=50, casosValencia=278
fecha=2020-09-16, casosComunidad=614, hombres=293, mujeres=321, casosAlicante=239, casosCastellon=63, casosValencia=312
fecha=2020-09-17, casosComunidad=501, hombres=232, mujeres=269, casosAlicante=235, casosCastellon=43, casosValencia=223
fecha=2020-09-18, casosComunidad=592, hombres=281, mujeres=311, casosAlicante=177, casosCastellon=84, casosValencia=331
fecha=2020-09-19, casosComunidad=425, hombres=201, mujeres=224, casosAlicante=211, casosCastellon=37, casosValencia=177
fecha=2020-09-20, casosComunidad=271, hombres=148, mujeres=123, casosAlicante=111, casosCastellon=31, casosValencia=129
fecha=2020-09-21, casosComunidad=363, hombres=165, mujeres=198, casosAlicante=166, casosCastellon=36, casosValencia=161
fecha=2020-09-22, casosComunidad=544, hombres=274, mujeres=270, casosAlicante=198, casosCastellon=65, casosValencia=281
fecha=2020-09-23, casosComunidad=516, hombres=250, mujeres=266, casosAlicante=177, casosCastellon=57, casosValencia=282
fecha=2020-09-24, casosComunidad=523, hombres=266, mujeres=257, casosAlicante=211, casosCastellon=63, casosValencia=249
fecha=2020-09-25, casosComunidad=518, hombres=257, mujeres=261, casosAlicante=233, casosCastellon=82, casosValencia=203
fecha=2020-09-26, casosComunidad=382, hombres=196, mujeres=186, casosAlicante=118, casosCastellon=63, casosValencia=201
fecha=2020-09-27, casosComunidad=215, hombres=103, mujeres=112, casosAlicante=72, casosCastellon=27, casosValencia=116
fecha=2020-09-28, casosComunidad=290, hombres=142, mujeres=148, casosAlicante=124, casosCastellon=39, casosValencia=127
fecha=2020-09-29, casosComunidad=412, hombres=205, mujeres=207, casosAlicante=144, casosCastellon=65, casosValencia=203
fecha=2020-09-30, casosComunidad=489, hombres=229, mujeres=260, casosAlicante=162, casosCastellon=83, casosValencia=244
fecha=2020-10-01, casosComunidad=486, hombres=235, mujeres=251, casosAlicante=164, casosCastellon=68, casosValencia=254
fecha=2020-10-02, casosComunidad=525, hombres=273, mujeres=252, casosAlicante=209, casosCastellon=53, casosValencia=263
fecha=2020-10-03, casosComunidad=382, hombres=186, mujeres=196, casosAlicante=142, casosCastellon=41, casosValencia=199
fecha=2020-10-04, casosComunidad=225, hombres=114, mujeres=111, casosAlicante=71, casosCastellon=31, casosValencia=123
fecha=2020-10-05, casosComunidad=480, hombres=249, mujeres=231, casosAlicante=234, casosCastellon=34, casosValencia=212
fecha=2020-10-06, casosComunidad=634, hombres=300, mujeres=334, casosAlicante=208, casosCastellon=47, casosValencia=379
fecha=2020-10-07, casosComunidad=602, hombres=289, mujeres=313, casosAlicante=211, casosCastellon=63, casosValencia=328
fecha=2020-10-08, casosComunidad=689, hombres=323, mujeres=366, casosAlicante=284, casosCastellon=53, casosValencia=352
fecha=2020-10-09, casosComunidad=489, hombres=254, mujeres=235, casosAlicante=170, casosCastellon=70, casosValencia=249
fecha=2020-10-10, casosComunidad=383, hombres=204, mujeres=179, casosAlicante=173, casosCastellon=33, casosValencia=177
fecha=2020-10-11, casosComunidad=332, hombres=175, mujeres=157, casosAlicante=103, casosCastellon=49, casosValencia=180
fecha=2020-10-12, casosComunidad=296, hombres=157, mujeres=139, casosAlicante=138, casosCastellon=21, casosValencia=137
fecha=2020-10-13, casosComunidad=579, hombres=273, mujeres=306, casosAlicante=206, casosCastellon=43, casosValencia=330
fecha=2020-10-14, casosComunidad=1036, hombres=518, mujeres=518, casosAlicante=334, casosCastellon=114, casosValencia=588
fecha=2020-10-15, casosComunidad=938, hombres=457, mujeres=481, casosAlicante=310, casosCastellon=79, casosValencia=549
fecha=2020-10-16, casosComunidad=1049, hombres=500, mujeres=549, casosAlicante=378, casosCastellon=102, casosValencia=569
fecha=2020-10-17, casosComunidad=949, hombres=434, mujeres=515, casosAlicante=292, casosCastellon=100, casosValencia=557
fecha=2020-10-18, casosComunidad=409, hombres=185, mujeres=224, casosAlicante=115, casosCastellon=34, casosValencia=260
fecha=2020-10-19, casosComunidad=816, hombres=403, mujeres=413, casosAlicante=383, casosCastellon=84, casosValencia=349
fecha=2020-10-20, casosComunidad=1290, hombres=646, mujeres=644, casosAlicante=461, casosCastellon=139, casosValencia=690
fecha=2020-10-21, casosComunidad=1557, hombres=750, mujeres=807, casosAlicante=594, casosCastellon=165, casosValencia=798
fecha=2020-10-22, casosComunidad=1521, hombres=759, mujeres=762, casosAlicante=579, casosCastellon=165, casosValencia=777
fecha=2020-10-23, casosComunidad=1869, hombres=869, mujeres=1000, casosAlicante=610, casosCastellon=183, casosValencia=1076
fecha=2020-10-24, casosComunidad=1272, hombres=630, mujeres=642, casosAlicante=359, casosCastellon=158, casosValencia=755
fecha=2020-10-25, casosComunidad=758, hombres=374, mujeres=384, casosAlicante=264, casosCastellon=95, casosValencia=399
fecha=2020-10-26, casosComunidad=1308, hombres=650, mujeres=658, casosAlicante=579, casosCastellon=102, casosValencia=627
fecha=2020-10-27, casosComunidad=1789, hombres=845, mujeres=944, casosAlicante=599, casosCastellon=175, casosValencia=1015
fecha=2020-10-28, casosComunidad=1923, hombres=880, mujeres=1043, casosAlicante=573, casosCastellon=240, casosValencia=1110
fecha=2020-10-29, casosComunidad=1938, hombres=907, mujeres=1031, casosAlicante=584, casosCastellon=161, casosValencia=1193
fecha=2020-10-30, casosComunidad=1983, hombres=918, mujeres=1065, casosAlicante=673, casosCastellon=165, casosValencia=1145
fecha=2020-10-31, casosComunidad=1576, hombres=722, mujeres=854, casosAlicante=459, casosCastellon=222, casosValencia=895
fecha=2020-11-01, casosComunidad=839, hombres=424, mujeres=415, casosAlicante=386, casosCastellon=95, casosValencia=358
fecha=2020-11-02, casosComunidad=1587, hombres=765, mujeres=822, casosAlicante=629, casosCastellon=147, casosValencia=811
fecha=2020-11-03, casosComunidad=2079, hombres=991, mujeres=1088, casosAlicante=653, casosCastellon=229, casosValencia=1197
fecha=2020-11-04, casosComunidad=2313, hombres=1103, mujeres=1210, casosAlicante=756, casosCastellon=268, casosValencia=1289
fecha=2020-11-05, casosComunidad=2321, hombres=1092, mujeres=1229, casosAlicante=743, casosCastellon=259, casosValencia=1319
fecha=2020-11-06, casosComunidad=2203, hombres=1061, mujeres=1142, casosAlicante=745, casosCastellon=220, casosValencia=1238
fecha=2020-11-07, casosComunidad=1764, hombres=838, mujeres=926, casosAlicante=561, casosCastellon=224, casosValencia=979
fecha=2020-11-08, casosComunidad=998, hombres=461, mujeres=537, casosAlicante=381, casosCastellon=113, casosValencia=504
fecha=2020-11-09, casosComunidad=1429, hombres=735, mujeres=694, casosAlicante=547, casosCastellon=179, casosValencia=703
fecha=2020-11-10, casosComunidad=1854, hombres=889, mujeres=965, casosAlicante=641, casosCastellon=228, casosValencia=985
fecha=2020-11-11, casosComunidad=2313, hombres=1067, mujeres=1246, casosAlicante=665, casosCastellon=213, casosValencia=1435
fecha=2020-11-12, casosComunidad=1896, hombres=894, mujeres=1002, casosAlicante=544, casosCastellon=191, casosValencia=1161
fecha=2020-11-13, casosComunidad=2012, hombres=937, mujeres=1075, casosAlicante=703, casosCastellon=231, casosValencia=1078
fecha=2020-11-14, casosComunidad=1384, hombres=637, mujeres=747, casosAlicante=493, casosCastellon=182, casosValencia=709
fecha=2020-11-15, casosComunidad=775, hombres=380, mujeres=395, casosAlicante=297, casosCastellon=54, casosValencia=424
fecha=2020-11-16, casosComunidad=1107, hombres=540, mujeres=567, casosAlicante=404, casosCastellon=97, casosValencia=606
fecha=2020-11-17, casosComunidad=1729, hombres=833, mujeres=896, casosAlicante=538, casosCastellon=153, casosValencia=1038
fecha=2020-11-18, casosComunidad=1764, hombres=854, mujeres=910, casosAlicante=554, casosCastellon=169, casosValencia=1041
fecha=2020-11-19, casosComunidad=1602, hombres=743, mujeres=859, casosAlicante=504, casosCastellon=121, casosValencia=977
fecha=2020-11-20, casosComunidad=1626, hombres=777, mujeres=849, casosAlicante=470, casosCastellon=168, casosValencia=988
fecha=2020-11-21, casosComunidad=1015, hombres=512, mujeres=503, casosAlicante=296, casosCastellon=91, casosValencia=628
fecha=2020-11-22, casosComunidad=595, hombres=301, mujeres=294, casosAlicante=291, casosCastellon=30, casosValencia=274
fecha=2020-11-23, casosComunidad=981, hombres=457, mujeres=524, casosAlicante=316, casosCastellon=75, casosValencia=590
fecha=2020-11-24, casosComunidad=1398, hombres=672, mujeres=726, casosAlicante=470, casosCastellon=115, casosValencia=813
fecha=2020-11-25, casosComunidad=1332, hombres=670, mujeres=662, casosAlicante=452, casosCastellon=81, casosValencia=799
fecha=2020-11-26, casosComunidad=1198, hombres=589, mujeres=609, casosAlicante=331, casosCastellon=101, casosValencia=766
fecha=2020-11-27, casosComunidad=1076, hombres=508, mujeres=568, casosAlicante=315, casosCastellon=95, casosValencia=666
fecha=2020-11-28, casosComunidad=843, hombres=403, mujeres=440, casosAlicante=238, casosCastellon=81, casosValencia=524
fecha=2020-11-29, casosComunidad=412, hombres=179, mujeres=233, casosAlicante=145, casosCastellon=47, casosValencia=220
fecha=2020-11-30, casosComunidad=776, hombres=376, mujeres=400, casosAlicante=218, casosCastellon=77, casosValencia=481
fecha=2020-12-01, casosComunidad=1202, hombres=559, mujeres=643, casosAlicante=351, casosCastellon=112, casosValencia=739
fecha=2020-12-02, casosComunidad=1172, hombres=557, mujeres=615, casosAlicante=291, casosCastellon=119, casosValencia=762
fecha=2020-12-03, casosComunidad=1131, hombres=536, mujeres=595, casosAlicante=346, casosCastellon=92, casosValencia=693
fecha=2020-12-04, casosComunidad=1180, hombres=580, mujeres=600, casosAlicante=323, casosCastellon=103, casosValencia=754
fecha=2020-12-05, casosComunidad=776, hombres=369, mujeres=407, casosAlicante=212, casosCastellon=67, casosValencia=497
fecha=2020-12-06, casosComunidad=465, hombres=243, mujeres=222, casosAlicante=113, casosCastellon=41, casosValencia=311
fecha=2020-12-07, casosComunidad=679, hombres=338, mujeres=341, casosAlicante=223, casosCastellon=72, casosValencia=384
fecha=2020-12-08, casosComunidad=567, hombres=273, mujeres=294, casosAlicante=175, casosCastellon=64, casosValencia=328
fecha=2020-12-09, casosComunidad=997, hombres=472, mujeres=525, casosAlicante=317, casosCastellon=127, casosValencia=553
fecha=2020-12-10, casosComunidad=1745, hombres=812, mujeres=933, casosAlicante=451, casosCastellon=165, casosValencia=1129
fecha=2020-12-11, casosComunidad=1807, hombres=863, mujeres=944, casosAlicante=477, casosCastellon=190, casosValencia=1140
fecha=2020-12-12, casosComunidad=1479, hombres=694, mujeres=785, casosAlicante=425, casosCastellon=175, casosValencia=879
fecha=2020-12-13, casosComunidad=709, hombres=379, mujeres=330, casosAlicante=240, casosCastellon=84, casosValencia=385
fecha=2020-12-14, casosComunidad=1628, hombres=832, mujeres=796, casosAlicante=530, casosCastellon=161, casosValencia=937
fecha=2020-12-15, casosComunidad=2061, hombres=1005, mujeres=1056, casosAlicante=611, casosCastellon=243, casosValencia=1207
fecha=2020-12-16, casosComunidad=2324, hombres=1069, mujeres=1255, casosAlicante=779, casosCastellon=238, casosValencia=1307
fecha=2020-12-17, casosComunidad=2119, hombres=1035, mujeres=1084, casosAlicante=751, casosCastellon=184, casosValencia=1184
fecha=2020-12-18, casosComunidad=2412, hombres=1073, mujeres=1339, casosAlicante=728, casosCastellon=252, casosValencia=1432
fecha=2020-12-19, casosComunidad=1820, hombres=871, mujeres=949, casosAlicante=557, casosCastellon=227, casosValencia=1036
fecha=2020-12-20, casosComunidad=901, hombres=435, mujeres=466, casosAlicante=344, casosCastellon=100, casosValencia=457
fecha=2020-12-21, casosComunidad=2057, hombres=986, mujeres=1071, casosAlicante=711, casosCastellon=202, casosValencia=1144
fecha=2020-12-22, casosComunidad=2754, hombres=1335, mujeres=1419, casosAlicante=907, casosCastellon=275, casosValencia=1572
fecha=2020-12-23, casosComunidad=3049, hombres=1440, mujeres=1609, casosAlicante=1097, casosCastellon=229, casosValencia=1723
fecha=2020-12-24, casosComunidad=2351, hombres=1077, mujeres=1274, casosAlicante=717, casosCastellon=266, casosValencia=1368
fecha=2020-12-25, casosComunidad=1129, hombres=544, mujeres=585, casosAlicante=397, casosCastellon=145, casosValencia=587
fecha=2020-12-26, casosComunidad=1545, hombres=736, mujeres=809, casosAlicante=544, casosCastellon=141, casosValencia=860
fecha=2020-12-27, casosComunidad=1437, hombres=653, mujeres=784, casosAlicante=534, casosCastellon=102, casosValencia=801
fecha=2020-12-28, casosComunidad=2816, hombres=1263, mujeres=1553, casosAlicante=1060, casosCastellon=268, casosValencia=1488
fecha=2020-12-29, casosComunidad=3619, hombres=1753, mujeres=1866, casosAlicante=1252, casosCastellon=377, casosValencia=1990
fecha=2020-12-30, casosComunidad=4231, hombres=2014, mujeres=2217, casosAlicante=1468, casosCastellon=390, casosValencia=2373
fecha=2020-12-31, casosComunidad=3396, hombres=1619, mujeres=1777, casosAlicante=1249, casosCastellon=353, casosValencia=1794
