fecha=2021-01-01, casosComunidad=2018, hombres=943, mujeres=1075, casosAlicante=805, casosCastellon=183, casosValencia=1030
fecha=2021-01-22, casosComunidad=7561, hombres=3614, mujeres=3947, casosAlicante=3402, casosCastellon=799, casosValencia=3360
fecha=2021-01-23, casosComunidad=4890, hombres=2344, mujeres=2546, casosAlicante=2219, casosCastellon=508, casosValencia=2163
fecha=2021-01-24, casosComunidad=3558, hombres=1725, mujeres=1833, casosAlicante=1662, casosCastellon=259, casosValencia=1637
fecha=2021-01-25, casosComunidad=5435, hombres=2681, mujeres=2754, casosAlicante=2311, casosCastellon=616, casosValencia=2508
fecha=2021-01-26, casosComunidad=6800, hombres=3296, mujeres=3504, casosAlicante=2891, casosCastellon=743, casosValencia=3166
fecha=2021-01-27, casosComunidad=6993, hombres=3325, mujeres=3668, casosAlicante=3001, casosCastellon=624, casosValencia=3368
fecha=2021-01-28, casosComunidad=6046, hombres=2938, mujeres=3108, casosAlicante=2540, casosCastellon=507, casosValencia=2999
fecha=2021-01-29, casosComunidad=5563, hombres=2593, mujeres=2970, casosAlicante=2341, casosCastellon=583, casosValencia=2639
fecha=2021-01-30, casosComunidad=3846, hombres=1803, mujeres=2043, casosAlicante=1685, casosCastellon=390, casosValencia=1771
fecha=2021-01-31, casosComunidad=2169, hombres=1017, mujeres=1152, casosAlicante=944, casosCastellon=150, casosValencia=1075
fecha=2021-02-01, casosComunidad=3089, hombres=1520, mujeres=1569, casosAlicante=1211, casosCastellon=392, casosValencia=1486
fecha=2021-02-02, casosComunidad=4268, hombres=2042, mujeres=2226, casosAlicante=1654, casosCastellon=426, casosValencia=2188
fecha=2021-02-03, casosComunidad=4059, hombres=2020, mujeres=2039, casosAlicante=1617, casosCastellon=402, casosValencia=2040
fecha=2021-02-04, casosComunidad=3166, hombres=1540, mujeres=1626, casosAlicante=1361, casosCastellon=350, casosValencia=1455
fecha=2021-02-05, casosComunidad=2793, hombres=1327, mujeres=1466, casosAlicante=1203, casosCastellon=285, casosValencia=1305
fecha=2021-02-06, casosComunidad=1707, hombres=828, mujeres=879, casosAlicante=705, casosCastellon=250, casosValencia=752
fecha=2021-02-07, casosComunidad=632, hombres=294, mujeres=338, casosAlicante=324, casosCastellon=40, casosValencia=268
fecha=2021-02-08, casosComunidad=1537, hombres=734, mujeres=803, casosAlicante=500, casosCastellon=237, casosValencia=800
fecha=2021-02-09, casosComunidad=1750, hombres=802, mujeres=948, casosAlicante=637, casosCastellon=183, casosValencia=930
fecha=2021-02-10, casosComunidad=1461, hombres=689, mujeres=772, casosAlicante=566, casosCastellon=159, casosValencia=736
fecha=2021-02-11, casosComunidad=1212, hombres=586, mujeres=626, casosAlicante=427, casosCastellon=153, casosValencia=632
fecha=2021-02-12, casosComunidad=1116, hombres=566, mujeres=550, casosAlicante=410, casosCastellon=155, casosValencia=551
fecha=2021-02-13, casosComunidad=699, hombres=351, mujeres=348, casosAlicante=268, casosCastellon=102, casosValencia=329
fecha=2021-02-14, casosComunidad=249, hombres=107, mujeres=142, casosAlicante=118, casosCastellon=38, casosValencia=93
fecha=2021-02-15, casosComunidad=699, hombres=335, mujeres=364, casosAlicante=261, casosCastellon=66, casosValencia=372
fecha=2021-02-16, casosComunidad=866, hombres=408, mujeres=458, casosAlicante=282, casosCastellon=118, casosValencia=466
fecha=2021-02-17, casosComunidad=670, hombres=323, mujeres=347, casosAlicante=231, casosCastellon=92, casosValencia=347
fecha=2021-02-18, casosComunidad=526, hombres=263, mujeres=263, casosAlicante=189, casosCastellon=76, casosValencia=261
fecha=2021-02-19, casosComunidad=555, hombres=256, mujeres=299, casosAlicante=216, casosCastellon=63, casosValencia=276
fecha=2021-02-20, casosComunidad=373, hombres=176, mujeres=197, casosAlicante=133, casosCastellon=57, casosValencia=183
fecha=2021-02-21, casosComunidad=161, hombres=80, mujeres=81, casosAlicante=76, casosCastellon=34, casosValencia=51
fecha=2021-02-22, casosComunidad=327, hombres=161, mujeres=166, casosAlicante=116, casosCastellon=28, casosValencia=183
fecha=2021-02-23, casosComunidad=465, hombres=222, mujeres=243, casosAlicante=196, casosCastellon=55, casosValencia=214
fecha=2021-02-24, casosComunidad=388, hombres=173, mujeres=215, casosAlicante=139, casosCastellon=54, casosValencia=195
fecha=2021-02-25, casosComunidad=359, hombres=188, mujeres=171, casosAlicante=133, casosCastellon=46, casosValencia=180
fecha=2021-02-26, casosComunidad=348, hombres=161, mujeres=187, casosAlicante=152, casosCastellon=25, casosValencia=171
fecha=2021-02-27, casosComunidad=196, hombres=92, mujeres=104, casosAlicante=84, casosCastellon=30, casosValencia=82
fecha=2021-03-01, casosComunidad=201, hombres=110, mujeres=91, casosAlicante=70, casosCastellon=22, casosValencia=109
fecha=2021-03-02, casosComunidad=263, hombres=130, mujeres=133, casosAlicante=91, casosCastellon=22, casosValencia=150
fecha=2021-03-03, casosComunidad=268, hombres=138, mujeres=130, casosAlicante=104, casosCastellon=17, casosValencia=147
fecha=2021-03-04, casosComunidad=231, hombres=119, mujeres=112, casosAlicante=90, casosCastellon=36, casosValencia=105
fecha=2021-03-05, casosComunidad=223, hombres=94, mujeres=129, casosAlicante=77, casosCastellon=27, casosValencia=119
fecha=2021-03-06, casosComunidad=142, hombres=76, mujeres=66, casosAlicante=42, casosCastellon=24, casosValencia=76
fecha=2021-03-08, casosComunidad=135, hombres=56, mujeres=79, casosAlicante=54, casosCastellon=15, casosValencia=66
fecha=2021-03-09, casosComunidad=186, hombres=95, mujeres=91, casosAlicante=40, casosCastellon=24, casosValencia=122
fecha=2021-03-10, casosComunidad=159, hombres=80, mujeres=79, casosAlicante=60, casosCastellon=17, casosValencia=82
fecha=2021-03-11, casosComunidad=168, hombres=82, mujeres=86, casosAlicante=51, casosCastellon=13, casosValencia=104
fecha=2021-03-12, casosComunidad=175, hombres=78, mujeres=97, casosAlicante=56, casosCastellon=25, casosValencia=94
fecha=2021-03-13, casosComunidad=107, hombres=45, mujeres=62, casosAlicante=26, casosCastellon=13, casosValencia=68
fecha=2021-03-15, casosComunidad=122, hombres=56, mujeres=66, casosAlicante=24, casosCastellon=9, casosValencia=89
fecha=2021-03-16, casosComunidad=116, hombres=55, mujeres=61, casosAlicante=36, casosCastellon=7, casosValencia=73
fecha=2021-03-17, casosComunidad=134, hombres=73, mujeres=61, casosAlicante=32, casosCastellon=25, casosValencia=77
fecha=2021-03-18, casosComunidad=121, hombres=59, mujeres=62, casosAlicante=52, casosCastellon=23, casosValencia=46
fecha=2021-03-22, casosComunidad=105, hombres=49, mujeres=56, casosAlicante=35, casosCastellon=8, casosValencia=62
fecha=2021-03-23, casosComunidad=181, hombres=87, mujeres=94, casosAlicante=39, casosCastellon=15, casosValencia=127
fecha=2021-03-24, casosComunidad=138, hombres=69, mujeres=69, casosAlicante=37, casosCastellon=18, casosValencia=83
fecha=2021-03-25, casosComunidad=140, hombres=67, mujeres=73, casosAlicante=31, casosCastellon=16, casosValencia=93
fecha=2021-03-26, casosComunidad=174, hombres=78, mujeres=96, casosAlicante=45, casosCastellon=20, casosValencia=109
fecha=2021-03-27, casosComunidad=119, hombres=60, mujeres=59, casosAlicante=32, casosCastellon=9, casosValencia=78
fecha=2021-03-29, casosComunidad=115, hombres=66, mujeres=49, casosAlicante=32, casosCastellon=8, casosValencia=75
fecha=2021-03-30, casosComunidad=194, hombres=90, mujeres=104, casosAlicante=59, casosCastellon=30, casosValencia=105
fecha=2021-03-31, casosComunidad=184, hombres=88, mujeres=96, casosAlicante=47, casosCastellon=24, casosValencia=113
fecha=2021-04-01, casosComunidad=177, hombres=96, mujeres=81, casosAlicante=70, casosCastellon=16, casosValencia=91
fecha=2021-04-02, casosComunidad=116, hombres=59, mujeres=57, casosAlicante=39, casosCastellon=27, casosValencia=50
fecha=2021-04-06, casosComunidad=178, hombres=93, mujeres=85, casosAlicante=35, casosCastellon=22, casosValencia=121
fecha=2021-04-07, casosComunidad=208, hombres=103, mujeres=105, casosAlicante=48, casosCastellon=24, casosValencia=136
fecha=2021-04-08, casosComunidad=184, hombres=97, mujeres=87, casosAlicante=52, casosCastellon=29, casosValencia=103
fecha=2021-04-09, casosComunidad=163, hombres=79, mujeres=84, casosAlicante=59, casosCastellon=19, casosValencia=85
fecha=2021-04-10, casosComunidad=163, hombres=71, mujeres=92, casosAlicante=40, casosCastellon=39, casosValencia=84
fecha=2021-04-13, casosComunidad=155, hombres=75, mujeres=80, casosAlicante=41, casosCastellon=32, casosValencia=82
fecha=2021-04-14, casosComunidad=196, hombres=99, mujeres=97, casosAlicante=57, casosCastellon=19, casosValencia=120
fecha=2021-04-15, casosComunidad=210, hombres=106, mujeres=104, casosAlicante=54, casosCastellon=38, casosValencia=118
fecha=2021-04-16, casosComunidad=147, hombres=73, mujeres=74, casosAlicante=33, casosCastellon=31, casosValencia=83
fecha=2021-04-17, casosComunidad=142, hombres=72, mujeres=70, casosAlicante=39, casosCastellon=40, casosValencia=63
fecha=2021-04-19, casosComunidad=114, hombres=57, mujeres=57, casosAlicante=36, casosCastellon=20, casosValencia=58
fecha=2021-04-20, casosComunidad=206, hombres=110, mujeres=96, casosAlicante=54, casosCastellon=48, casosValencia=104
fecha=2021-04-21, casosComunidad=197, hombres=107, mujeres=90, casosAlicante=57, casosCastellon=49, casosValencia=91
fecha=2021-04-22, casosComunidad=179, hombres=83, mujeres=96, casosAlicante=47, casosCastellon=39, casosValencia=93
fecha=2021-04-23, casosComunidad=313, hombres=138, mujeres=175, casosAlicante=58, casosCastellon=59, casosValencia=196
fecha=2021-04-24, casosComunidad=137, hombres=65, mujeres=72, casosAlicante=37, casosCastellon=30, casosValencia=70
fecha=2021-04-26, casosComunidad=158, hombres=76, mujeres=82, casosAlicante=47, casosCastellon=17, casosValencia=94
fecha=2021-04-27, casosComunidad=207, hombres=93, mujeres=114, casosAlicante=50, casosCastellon=39, casosValencia=118
fecha=2021-04-28, casosComunidad=177, hombres=92, mujeres=85, casosAlicante=58, casosCastellon=50, casosValencia=69
fecha=2021-04-29, casosComunidad=165, hombres=78, mujeres=87, casosAlicante=63, casosCastellon=24, casosValencia=78
fecha=2021-04-30, casosComunidad=198, hombres=104, mujeres=94, casosAlicante=70, casosCastellon=39, casosValencia=89
fecha=2021-05-01, casosComunidad=112, hombres=59, mujeres=53, casosAlicante=25, casosCastellon=29, casosValencia=58
fecha=2021-05-03, casosComunidad=120, hombres=63, mujeres=57, casosAlicante=44, casosCastellon=13, casosValencia=63
fecha=2021-05-04, casosComunidad=141, hombres=68, mujeres=73, casosAlicante=46, casosCastellon=21, casosValencia=74
fecha=2021-05-05, casosComunidad=148, hombres=84, mujeres=64, casosAlicante=45, casosCastellon=24, casosValencia=79
fecha=2021-05-06, casosComunidad=139, hombres=67, mujeres=72, casosAlicante=51, casosCastellon=24, casosValencia=64
fecha=2021-05-07, casosComunidad=118, hombres=65, mujeres=53, casosAlicante=27, casosCastellon=34, casosValencia=57
fecha=2021-05-08, casosComunidad=112, hombres=58, mujeres=54, casosAlicante=39, casosCastellon=23, casosValencia=50
fecha=2021-05-10, casosComunidad=106, hombres=51, mujeres=55, casosAlicante=28, casosCastellon=21, casosValencia=57
fecha=2021-05-11, casosComunidad=141, hombres=67, mujeres=74, casosAlicante=34, casosCastellon=19, casosValencia=88
fecha=2021-05-12, casosComunidad=125, hombres=64, mujeres=61, casosAlicante=39, casosCastellon=17, casosValencia=69
fecha=2021-05-13, casosComunidad=128, hombres=64, mujeres=64, casosAlicante=40, casosCastellon=17, casosValencia=71
fecha=2021-05-14, casosComunidad=129, hombres=62, mujeres=67, casosAlicante=38, casosCastellon=24, casosValencia=67
fecha=2021-05-15, casosComunidad=101, hombres=54, mujeres=47, casosAlicante=22, casosCastellon=19, casosValencia=60
fecha=2021-05-17, casosComunidad=115, hombres=57, mujeres=58, casosAlicante=38, casosCastellon=27, casosValencia=50
fecha=2021-05-18, casosComunidad=164, hombres=67, mujeres=97, casosAlicante=58, casosCastellon=25, casosValencia=81
fecha=2021-05-19, casosComunidad=157, hombres=73, mujeres=84, casosAlicante=58, casosCastellon=29, casosValencia=70
fecha=2021-05-20, casosComunidad=121, hombres=58, mujeres=63, casosAlicante=40, casosCastellon=22, casosValencia=59
fecha=2021-05-21, casosComunidad=133, hombres=67, mujeres=66, casosAlicante=45, casosCastellon=12, casosValencia=76
fecha=2021-05-24, casosComunidad=150, hombres=68, mujeres=82, casosAlicante=38, casosCastellon=25, casosValencia=87
fecha=2021-05-25, casosComunidad=205, hombres=111, mujeres=94, casosAlicante=52, casosCastellon=37, casosValencia=116
fecha=2021-05-26, casosComunidad=163, hombres=77, mujeres=86, casosAlicante=49, casosCastellon=28, casosValencia=86
fecha=2021-05-27, casosComunidad=172, hombres=83, mujeres=89, casosAlicante=43, casosCastellon=40, casosValencia=89
fecha=2021-05-28, casosComunidad=181, hombres=91, mujeres=90, casosAlicante=62, casosCastellon=28, casosValencia=91
fecha=2021-05-29, casosComunidad=116, hombres=64, mujeres=52, casosAlicante=42, casosCastellon=17, casosValencia=57
fecha=2021-05-31, casosComunidad=212, hombres=113, mujeres=99, casosAlicante=83, casosCastellon=35, casosValencia=94
fecha=2021-06-01, casosComunidad=181, hombres=95, mujeres=86, casosAlicante=42, casosCastellon=33, casosValencia=106
fecha=2021-06-02, casosComunidad=198, hombres=99, mujeres=99, casosAlicante=75, casosCastellon=20, casosValencia=103
fecha=2021-06-03, casosComunidad=183, hombres=82, mujeres=101, casosAlicante=68, casosCastellon=16, casosValencia=99
fecha=2021-06-04, casosComunidad=215, hombres=126, mujeres=89, casosAlicante=74, casosCastellon=25, casosValencia=116
fecha=2021-06-05, casosComunidad=118, hombres=69, mujeres=49, casosAlicante=28, casosCastellon=26, casosValencia=64
fecha=2021-06-07, casosComunidad=172, hombres=90, mujeres=82, casosAlicante=37, casosCastellon=21, casosValencia=114
fecha=2021-06-08, casosComunidad=185, hombres=93, mujeres=92, casosAlicante=58, casosCastellon=19, casosValencia=108
fecha=2021-06-09, casosComunidad=182, hombres=93, mujeres=89, casosAlicante=51, casosCastellon=23, casosValencia=108
fecha=2021-06-10, casosComunidad=185, hombres=93, mujeres=92, casosAlicante=54, casosCastellon=22, casosValencia=109
fecha=2021-06-11, casosComunidad=170, hombres=87, mujeres=83, casosAlicante=50, casosCastellon=10, casosValencia=110
fecha=2021-06-12, casosComunidad=125, hombres=54, mujeres=71, casosAlicante=38, casosCastellon=6, casosValencia=81
fecha=2021-06-14, casosComunidad=195, hombres=86, mujeres=109, casosAlicante=58, casosCastellon=11, casosValencia=126
fecha=2021-06-15, casosComunidad=197, hombres=95, mujeres=102, casosAlicante=53, casosCastellon=15, casosValencia=129
fecha=2021-06-16, casosComunidad=227, hombres=112, mujeres=115, casosAlicante=57, casosCastellon=26, casosValencia=144
fecha=2021-06-17, casosComunidad=249, hombres=118, mujeres=131, casosAlicante=53, casosCastellon=15, casosValencia=181
fecha=2021-06-18, casosComunidad=245, hombres=121, mujeres=124, casosAlicante=73, casosCastellon=21, casosValencia=151
fecha=2021-06-19, casosComunidad=198, hombres=103, mujeres=95, casosAlicante=62, casosCastellon=6, casosValencia=130
fecha=2021-06-21, casosComunidad=298, hombres=159, mujeres=139, casosAlicante=87, casosCastellon=8, casosValencia=203
fecha=2021-06-22, casosComunidad=412, hombres=217, mujeres=195, casosAlicante=63, casosCastellon=21, casosValencia=328
fecha=2021-06-23, casosComunidad=646, hombres=340, mujeres=306, casosAlicante=83, casosCastellon=21, casosValencia=542
fecha=2021-06-24, casosComunidad=213, hombres=122, mujeres=91, casosAlicante=40, casosCastellon=17, casosValencia=156
fecha=2021-06-25, casosComunidad=787, hombres=402, mujeres=385, casosAlicante=117, casosCastellon=36, casosValencia=634
fecha=2021-06-26, casosComunidad=590, hombres=261, mujeres=329, casosAlicante=82, casosCastellon=39, casosValencia=469
fecha=2021-06-27, casosComunidad=265, hombres=137, mujeres=128, casosAlicante=42, casosCastellon=23, casosValencia=200
fecha=2021-06-28, casosComunidad=986, hombres=487, mujeres=499, casosAlicante=144, casosCastellon=74, casosValencia=768
fecha=2021-06-29, casosComunidad=1278, hombres=658, mujeres=620, casosAlicante=156, casosCastellon=84, casosValencia=1038
fecha=2021-06-30, casosComunidad=1421, hombres=732, mujeres=689, casosAlicante=169, casosCastellon=124, casosValencia=1128
fecha=2021-07-01, casosComunidad=1571, hombres=807, mujeres=764, casosAlicante=236, casosCastellon=135, casosValencia=1200
fecha=2021-07-02, casosComunidad=1756, hombres=878, mujeres=878, casosAlicante=231, casosCastellon=131, casosValencia=1394
fecha=2021-07-03, casosComunidad=1130, hombres=561, mujeres=569, casosAlicante=129, casosCastellon=111, casosValencia=890
fecha=2021-07-04, casosComunidad=467, hombres=232, mujeres=235, casosAlicante=87, casosCastellon=44, casosValencia=336
fecha=2021-07-05, casosComunidad=1509, hombres=767, mujeres=741, casosAlicante=274, casosCastellon=138, casosValencia=1097
fecha=2021-07-06, casosComunidad=1891, hombres=951, mujeres=940, casosAlicante=286, casosCastellon=174, casosValencia=1431
fecha=2021-07-07, casosComunidad=2062, hombres=1052, mujeres=1010, casosAlicante=380, casosCastellon=193, casosValencia=1489
fecha=2021-07-08, casosComunidad=1966, hombres=957, mujeres=1009, casosAlicante=364, casosCastellon=197, casosValencia=1405
fecha=2021-07-09, casosComunidad=2328, hombres=1153, mujeres=1175, casosAlicante=434, casosCastellon=191, casosValencia=1703
fecha=2021-07-10, casosComunidad=1623, hombres=774, mujeres=849, casosAlicante=314, casosCastellon=164, casosValencia=1145
fecha=2021-07-11, casosComunidad=830, hombres=451, mujeres=379, casosAlicante=238, casosCastellon=104, casosValencia=488
fecha=2021-07-12, casosComunidad=2217, hombres=1124, mujeres=1093, casosAlicante=530, casosCastellon=252, casosValencia=1435
fecha=2021-07-13, casosComunidad=2663, hombres=1389, mujeres=1274, casosAlicante=652, casosCastellon=275, casosValencia=1736
fecha=2021-07-14, casosComunidad=2911, hombres=1511, mujeres=1400, casosAlicante=664, casosCastellon=308, casosValencia=1939
fecha=2021-07-15, casosComunidad=2682, hombres=1338, mujeres=1344, casosAlicante=659, casosCastellon=276, casosValencia=1747
fecha=2021-07-16, casosComunidad=2867, hombres=1451, mujeres=1416, casosAlicante=790, casosCastellon=319, casosValencia=1758
fecha=2021-07-17, casosComunidad=1959, hombres=990, mujeres=969, casosAlicante=516, casosCastellon=189, casosValencia=1254
fecha=2021-07-18, casosComunidad=979, hombres=527, mujeres=452, casosAlicante=365, casosCastellon=133, casosValencia=481
fecha=2021-07-19, casosComunidad=2742, hombres=1334, mujeres=1408, casosAlicante=801, casosCastellon=298, casosValencia=1643
fecha=2021-07-20, casosComunidad=3069, hombres=1533, mujeres=1536, casosAlicante=905, casosCastellon=355, casosValencia=1809
fecha=2021-07-21, casosComunidad=3069, hombres=1511, mujeres=1558, casosAlicante=877, casosCastellon=303, casosValencia=1889
fecha=2021-07-22, casosComunidad=2930, hombres=1478, mujeres=1452, casosAlicante=984, casosCastellon=356, casosValencia=1590
fecha=2021-07-23, casosComunidad=3028, hombres=1522, mujeres=1506, casosAlicante=1035, casosCastellon=358, casosValencia=1635
fecha=2021-07-24, casosComunidad=1805, hombres=860, mujeres=945, casosAlicante=598, casosCastellon=191, casosValencia=1016
fecha=2021-07-25, casosComunidad=818, hombres=399, mujeres=419, casosAlicante=377, casosCastellon=100, casosValencia=341
fecha=2021-07-26, casosComunidad=2653, hombres=1304, mujeres=1349, casosAlicante=967, casosCastellon=242, casosValencia=1444
fecha=2021-07-27, casosComunidad=2882, hombres=1461, mujeres=1421, casosAlicante=1013, casosCastellon=284, casosValencia=1585
fecha=2021-07-28, casosComunidad=2680, hombres=1286, mujeres=1394, casosAlicante=1092, casosCastellon=247, casosValencia=1341
fecha=2021-07-29, casosComunidad=2443, hombres=1178, mujeres=1265, casosAlicante=997, casosCastellon=284, casosValencia=1162
fecha=2021-07-30, casosComunidad=2501, hombres=1236, mujeres=1265, casosAlicante=1047, casosCastellon=274, casosValencia=1180
fecha=2021-07-31, casosComunidad=1481, hombres=718, mujeres=763, casosAlicante=571, casosCastellon=167, casosValencia=743
fecha=2021-08-01, casosComunidad=647, hombres=317, mujeres=330, casosAlicante=374, casosCastellon=76, casosValencia=197
fecha=2021-08-02, casosComunidad=2066, hombres=1030, mujeres=1036, casosAlicante=810, casosCastellon=227, casosValencia=1029
fecha=2021-08-03, casosComunidad=2020, hombres=959, mujeres=1061, casosAlicante=885, casosCastellon=213, casosValencia=922
fecha=2021-08-04, casosComunidad=1834, hombres=885, mujeres=949, casosAlicante=874, casosCastellon=189, casosValencia=771
fecha=2021-08-05, casosComunidad=1739, hombres=867, mujeres=872, casosAlicante=787, casosCastellon=221, casosValencia=731
fecha=2021-08-06, casosComunidad=1885, hombres=904, mujeres=981, casosAlicante=877, casosCastellon=191, casosValencia=817
fecha=2021-08-07, casosComunidad=1027, hombres=513, mujeres=514, casosAlicante=414, casosCastellon=153, casosValencia=460
fecha=2021-08-08, casosComunidad=387, hombres=195, mujeres=192, casosAlicante=167, casosCastellon=55, casosValencia=165
fecha=2021-08-09, casosComunidad=1514, hombres=735, mujeres=779, casosAlicante=747, casosCastellon=144, casosValencia=623
fecha=2021-08-10, casosComunidad=1594, hombres=778, mujeres=816, casosAlicante=726, casosCastellon=162, casosValencia=706
fecha=2021-08-11, casosComunidad=1404, hombres=696, mujeres=708, casosAlicante=666, casosCastellon=133, casosValencia=605
fecha=2021-08-12, casosComunidad=1304, hombres=625, mujeres=678, casosAlicante=587, casosCastellon=140, casosValencia=577
fecha=2021-08-13, casosComunidad=1324, hombres=615, mujeres=709, casosAlicante=650, casosCastellon=176, casosValencia=498
fecha=2021-08-14, casosComunidad=632, hombres=298, mujeres=334, casosAlicante=273, casosCastellon=83, casosValencia=276
fecha=2021-08-15, casosComunidad=358, hombres=173, mujeres=185, casosAlicante=208, casosCastellon=58, casosValencia=92
fecha=2021-08-16, casosComunidad=1046, hombres=520, mujeres=526, casosAlicante=524, casosCastellon=118, casosValencia=404
fecha=2021-08-17, casosComunidad=1126, hombres=548, mujeres=578, casosAlicante=561, casosCastellon=144, casosValencia=421
fecha=2021-08-18, casosComunidad=1067, hombres=535, mujeres=532, casosAlicante=555, casosCastellon=101, casosValencia=411
fecha=2021-08-19, casosComunidad=955, hombres=487, mujeres=468, casosAlicante=451, casosCastellon=102, casosValencia=402
fecha=2021-08-20, casosComunidad=958, hombres=458, mujeres=500, casosAlicante=515, casosCastellon=109, casosValencia=334
fecha=2021-08-21, casosComunidad=663, hombres=325, mujeres=338, casosAlicante=300, casosCastellon=68, casosValencia=295
fecha=2021-08-22, casosComunidad=245, hombres=114, mujeres=131, casosAlicante=138, casosCastellon=32, casosValencia=75
fecha=2021-08-23, casosComunidad=953, hombres=482, mujeres=471, casosAlicante=504, casosCastellon=85, casosValencia=364
fecha=2021-08-24, casosComunidad=835, hombres=400, mujeres=435, casosAlicante=419, casosCastellon=89, casosValencia=327
fecha=2021-08-25, casosComunidad=722, hombres=375, mujeres=347, casosAlicante=372, casosCastellon=65, casosValencia=285
fecha=2021-08-26, casosComunidad=740, hombres=343, mujeres=397, casosAlicante=338, casosCastellon=119, casosValencia=283
fecha=2021-08-27, casosComunidad=722, hombres=323, mujeres=399, casosAlicante=337, casosCastellon=81, casosValencia=304
fecha=2021-08-28, casosComunidad=335, hombres=171, mujeres=164, casosAlicante=142, casosCastellon=49, casosValencia=144
fecha=2021-08-29, casosComunidad=122, hombres=59, mujeres=63, casosAlicante=61, casosCastellon=18, casosValencia=43
fecha=2021-08-30, casosComunidad=559, hombres=266, mujeres=293, casosAlicante=279, casosCastellon=62, casosValencia=218
fecha=2021-08-31, casosComunidad=544, hombres=244, mujeres=300, casosAlicante=276, casosCastellon=50, casosValencia=218
fecha=2021-09-01, casosComunidad=535, hombres=251, mujeres=284, casosAlicante=195, casosCastellon=59, casosValencia=281
fecha=2021-09-02, casosComunidad=392, hombres=179, mujeres=213, casosAlicante=166, casosCastellon=49, casosValencia=177
fecha=2021-09-03, casosComunidad=425, hombres=179, mujeres=246, casosAlicante=197, casosCastellon=48, casosValencia=180
fecha=2021-09-04, casosComunidad=195, hombres=94, mujeres=101, casosAlicante=79, casosCastellon=29, casosValencia=87
fecha=2021-09-05, casosComunidad=110, hombres=57, mujeres=53, casosAlicante=54, casosCastellon=17, casosValencia=39
fecha=2021-09-06, casosComunidad=310, hombres=148, mujeres=162, casosAlicante=141, casosCastellon=28, casosValencia=141
fecha=2021-09-07, casosComunidad=323, hombres=156, mujeres=167, casosAlicante=132, casosCastellon=47, casosValencia=144
fecha=2021-09-08, casosComunidad=243, hombres=111, mujeres=132, casosAlicante=89, casosCastellon=50, casosValencia=104
fecha=2021-09-09, casosComunidad=240, hombres=100, mujeres=140, casosAlicante=90, casosCastellon=26, casosValencia=124
fecha=2021-09-10, casosComunidad=307, hombres=151, mujeres=156, casosAlicante=135, casosCastellon=45, casosValencia=127
fecha=2021-09-11, casosComunidad=140, hombres=66, mujeres=74, casosAlicante=59, casosCastellon=16, casosValencia=65
