fecha=2020-10-01, casosComunidad=486, hombres=235, mujeres=251, casosAlicante=164, casosCastellon=68, casosValencia=254
fecha=2021-10-12, casosComunidad=78, hombres=39, mujeres=39, casosAlicante=44, casosCastellon=16, casosValencia=18
fecha=2021-10-13, casosComunidad=211, hombres=105, mujeres=106, casosAlicante=87, casosCastellon=52, casosValencia=72
fecha=2021-10-14, casosComunidad=239, hombres=107, mujeres=132, casosAlicante=91, casosCastellon=66, casosValencia=82
fecha=2021-10-15, casosComunidad=227, hombres=106, mujeres=121, casosAlicante=79, casosCastellon=81, casosValencia=67
fecha=2021-10-16, casosComunidad=145, hombres=81, mujeres=64, casosAlicante=38, casosCastellon=46, casosValencia=61
fecha=2021-10-17, casosComunidad=72, hombres=47, mujeres=25, casosAlicante=26, casosCastellon=25, casosValencia=21
fecha=2021-10-18, casosComunidad=239, hombres=116, mujeres=123, casosAlicante=89, casosCastellon=70, casosValencia=80
fecha=2021-10-19, casosComunidad=254, hombres=118, mujeres=136, casosAlicante=98, casosCastellon=69, casosValencia=87
fecha=2021-10-20, casosComunidad=254, hombres=114, mujeres=140, casosAlicante=87, casosCastellon=86, casosValencia=81
fecha=2021-10-21, casosComunidad=247, hombres=106, mujeres=141, casosAlicante=69, casosCastellon=72, casosValencia=106
fecha=2021-10-22, casosComunidad=313, hombres=137, mujeres=176, casosAlicante=85, casosCastellon=109, casosValencia=119
fecha=2021-10-23, casosComunidad=132, hombres=60, mujeres=72, casosAlicante=49, casosCastellon=32, casosValencia=51
fecha=2021-10-24, casosComunidad=89, hombres=45, mujeres=44, casosAlicante=38, casosCastellon=34, casosValencia=17
fecha=2021-10-25, casosComunidad=247, hombres=123, mujeres=124, casosAlicante=117, casosCastellon=57, casosValencia=73
fecha=2021-10-26, casosComunidad=259, hombres=116, mujeres=143, casosAlicante=80, casosCastellon=76, casosValencia=103
fecha=2021-10-27, casosComunidad=268, hombres=131, mujeres=137, casosAlicante=108, casosCastellon=71, casosValencia=89
fecha=2021-10-28, casosComunidad=308, hombres=126, mujeres=182, casosAlicante=111, casosCastellon=65, casosValencia=132
fecha=2021-10-29, casosComunidad=334, hombres=157, mujeres=177, casosAlicante=96, casosCastellon=95, casosValencia=143
fecha=2021-10-30, casosComunidad=206, hombres=95, mujeres=111, casosAlicante=47, casosCastellon=54, casosValencia=105
fecha=2021-10-31, casosComunidad=88, hombres=46, mujeres=42, casosAlicante=30, casosCastellon=21, casosValencia=37
fecha=2022-10-01, casosComunidad=130, hombres=56, mujeres=73, casosAlicante=35, casosCastellon=22, casosValencia=73
fecha=2022-10-02, casosComunidad=131, hombres=56, mujeres=75, casosAlicante=36, casosCastellon=23, casosValencia=72
fecha=2022-10-03, casosComunidad=468, hombres=179, mujeres=288, casosAlicante=100, casosCastellon=68, casosValencia=300
fecha=2022-10-04, casosComunidad=451, hombres=180, mujeres=271, casosAlicante=80, casosCastellon=59, casosValencia=312
fecha=2022-10-05, casosComunidad=424, hombres=164, mujeres=260, casosAlicante=97, casosCastellon=41, casosValencia=286
fecha=2022-10-06, casosComunidad=427, hombres=167, mujeres=259, casosAlicante=99, casosCastellon=74, casosValencia=254
fecha=2022-10-07, casosComunidad=386, hombres=163, mujeres=222, casosAlicante=95, casosCastellon=51, casosValencia=240
fecha=2022-10-08, casosComunidad=188, hombres=73, mujeres=115, casosAlicante=44, casosCastellon=26, casosValencia=117
fecha=2022-10-09, casosComunidad=150, hombres=58, mujeres=90, casosAlicante=36, casosCastellon=26, casosValencia=88
fecha=2022-10-10, casosComunidad=485, hombres=205, mujeres=279, casosAlicante=109, casosCastellon=56, casosValencia=320
fecha=2022-10-11, casosComunidad=373, hombres=158, mujeres=215, casosAlicante=89, casosCastellon=46, casosValencia=238
fecha=2022-10-12, casosComunidad=115, hombres=57, mujeres=58, casosAlicante=29, casosCastellon=19, casosValencia=67
fecha=2022-10-13, casosComunidad=376, hombres=184, mujeres=191, casosAlicante=96, casosCastellon=46, casosValencia=234
fecha=2022-10-14, casosComunidad=393, hombres=164, mujeres=227, casosAlicante=98, casosCastellon=54, casosValencia=241
fecha=2022-10-15, casosComunidad=166, hombres=78, mujeres=88, casosAlicante=49, casosCastellon=22, casosValencia=95
fecha=2022-10-16, casosComunidad=130, hombres=58, mujeres=72, casosAlicante=36, casosCastellon=29, casosValencia=65
fecha=2022-10-17, casosComunidad=464, hombres=192, mujeres=272, casosAlicante=122, casosCastellon=57, casosValencia=285
fecha=2022-10-18, casosComunidad=365, hombres=158, mujeres=206, casosAlicante=95, casosCastellon=52, casosValencia=218
fecha=2022-10-19, casosComunidad=363, hombres=146, mujeres=215, casosAlicante=99, casosCastellon=51, casosValencia=213
fecha=2022-10-20, casosComunidad=367, hombres=142, mujeres=225, casosAlicante=81, casosCastellon=44, casosValencia=242
fecha=2022-10-21, casosComunidad=289, hombres=113, mujeres=176, casosAlicante=70, casosCastellon=47, casosValencia=172
fecha=2022-10-22, casosComunidad=133, hombres=45, mujeres=87, casosAlicante=37, casosCastellon=18, casosValencia=77
fecha=2022-10-23, casosComunidad=134, hombres=56, mujeres=77, casosAlicante=40, casosCastellon=18, casosValencia=76
fecha=2022-10-24, casosComunidad=461, hombres=185, mujeres=272, casosAlicante=113, casosCastellon=59, casosValencia=289
fecha=2022-10-25, casosComunidad=329, hombres=140, mujeres=189, casosAlicante=86, casosCastellon=32, casosValencia=211
fecha=2022-10-26, casosComunidad=326, hombres=135, mujeres=189, casosAlicante=87, casosCastellon=41, casosValencia=198
fecha=2022-10-27, casosComunidad=350, hombres=142, mujeres=207, casosAlicante=77, casosCastellon=52, casosValencia=221
fecha=2022-10-28, casosComunidad=331, hombres=136, mujeres=195, casosAlicante=89, casosCastellon=42, casosValencia=200
fecha=2022-10-29, casosComunidad=153, hombres=63, mujeres=89, casosAlicante=32, casosCastellon=19, casosValencia=102
fecha=2022-10-30, casosComunidad=121, hombres=55, mujeres=66, casosAlicante=24, casosCastellon=19, casosValencia=78
fecha=2022-10-31, casosComunidad=390, hombres=149, mujeres=241, casosAlicante=93, casosCastellon=53, casosValencia=244
