fecha=2020-03-13, casosComunidad=131, hombres=62, mujeres=69, casosAlicante=57, casosCastellon=7, casosValencia=67
fecha=2021-03-10, casosComunidad=159, hombres=80, mujeres=79, casosAlicante=60, casosCastellon=17, casosValencia=82
fecha=2021-03-11, casosComunidad=168, hombres=82, mujeres=86, casosAlicante=51, casosCastellon=13, casosValencia=104
fecha=2021-03-12, casosComunidad=175, hombres=78, mujeres=97, casosAlicante=56, casosCastellon=25, casosValencia=94
fecha=2021-03-13, casosComunidad=107, hombres=45, mujeres=62, casosAlicante=26, casosCastellon=13, casosValencia=68
fecha=2021-03-15, casosComunidad=122, hombres=56, mujeres=66, casosAlicante=24, casosCastellon=9, casosValencia=89
fecha=2021-03-16, casosComunidad=116, hombres=55, mujeres=61, casosAlicante=36, casosCastellon=7, casosValencia=73
fecha=2021-03-17, casosComunidad=134, hombres=73, mujeres=61, casosAlicante=32, casosCastellon=25, casosValencia=77
fecha=2021-03-18, casosComunidad=121, hombres=59, mujeres=62, casosAlicante=52, casosCastellon=23, casosValencia=46
fecha=2021-03-19, casosComunidad=75, hombres=35, mujeres=40, casosAlicante=22, casosCastellon=20, casosValencia=33
fecha=2021-03-22, casosComunidad=105, hombres=49, mujeres=56, casosAlicante=35, casosCastellon=8, casosValencia=62
fecha=2021-03-23, casosComunidad=181, hombres=87, mujeres=94, casosAlicante=39, casosCastellon=15, casosValencia=127
fecha=2021-03-24, casosComunidad=138, hombres=69, mujeres=69, casosAlicante=37, casosCastellon=18, casosValencia=83
fecha=2021-03-25, casosComunidad=140, hombres=67, mujeres=73, casosAlicante=31, casosCastellon=16, casosValencia=93
fecha=2021-03-26, casosComunidad=174, hombres=78, mujeres=96, casosAlicante=45, casosCastellon=20, casosValencia=109
fecha=2021-03-27, casosComunidad=119, hombres=60, mujeres=59, casosAlicante=32, casosCastellon=9, casosValencia=78
fecha=2021-03-29, casosComunidad=115, hombres=66, mujeres=49, casosAlicante=32, casosCastellon=8, casosValencia=75
fecha=2021-03-30, casosComunidad=194, hombres=90, mujeres=104, casosAlicante=59, casosCastellon=30, casosValencia=105
fecha=2021-03-31, casosComunidad=184, hombres=88, mujeres=96, casosAlicante=47, casosCastellon=24, casosValencia=113
fecha=2022-03-01, casosComunidad=1543, hombres=644, mujeres=896, casosAlicante=566, casosCastellon=171, casosValencia=806
fecha=2022-03-02, casosComunidad=1583, hombres=687, mujeres=889, casosAlicante=524, casosCastellon=178, casosValencia=881
fecha=2022-03-03, casosComunidad=1472, hombres=644, mujeres=823, casosAlicante=553, casosCastellon=116, casosValencia=803
fecha=2022-03-04, casosComunidad=1329, hombres=594, mujeres=733, casosAlicante=454, casosCastellon=166, casosValencia=709
fecha=2022-03-05, casosComunidad=655, hombres=281, mujeres=368, casosAlicante=215, casosCastellon=92, casosValencia=348
fecha=2022-03-06, casosComunidad=382, hombres=165, mujeres=215, casosAlicante=175, casosCastellon=27, casosValencia=180
fecha=2022-03-07, casosComunidad=1559, hombres=705, mujeres=851, casosAlicante=580, casosCastellon=160, casosValencia=819
fecha=2022-03-08, casosComunidad=1354, hombres=594, mujeres=755, casosAlicante=498, casosCastellon=130, casosValencia=726
fecha=2022-03-09, casosComunidad=1507, hombres=658, mujeres=842, casosAlicante=601, casosCastellon=134, casosValencia=772
fecha=2022-03-10, casosComunidad=1400, hombres=585, mujeres=808, casosAlicante=531, casosCastellon=138, casosValencia=731
fecha=2022-03-11, casosComunidad=1281, hombres=567, mujeres=710, casosAlicante=477, casosCastellon=109, casosValencia=695
fecha=2022-03-12, casosComunidad=650, hombres=273, mujeres=373, casosAlicante=229, casosCastellon=69, casosValencia=352
fecha=2022-03-13, casosComunidad=455, hombres=207, mujeres=248, casosAlicante=190, casosCastellon=33, casosValencia=232
fecha=2022-03-14, casosComunidad=1761, hombres=767, mujeres=991, casosAlicante=641, casosCastellon=180, casosValencia=940
fecha=2022-03-15, casosComunidad=1527, hombres=657, mujeres=866, casosAlicante=545, casosCastellon=146, casosValencia=836
fecha=2022-03-16, casosComunidad=1657, hombres=737, mujeres=918, casosAlicante=642, casosCastellon=147, casosValencia=868
fecha=2022-03-17, casosComunidad=1542, hombres=645, mujeres=897, casosAlicante=588, casosCastellon=140, casosValencia=814
fecha=2022-03-18, casosComunidad=1081, hombres=450, mujeres=627, casosAlicante=542, casosCastellon=130, casosValencia=409
fecha=2022-03-19, casosComunidad=537, hombres=229, mujeres=308, casosAlicante=199, casosCastellon=40, casosValencia=298
fecha=2022-03-20, casosComunidad=829, hombres=328, mujeres=495, casosAlicante=208, casosCastellon=46, casosValencia=575
fecha=2022-03-21, casosComunidad=3518, hombres=1445, mujeres=2070, casosAlicante=693, casosCastellon=175, casosValencia=2650
fecha=2022-03-22, casosComunidad=4010, hombres=1553, mujeres=2455, casosAlicante=710, casosCastellon=282, casosValencia=3018
fecha=2022-03-23, casosComunidad=4113, hombres=1676, mujeres=2437, casosAlicante=661, casosCastellon=301, casosValencia=3151
fecha=2022-03-24, casosComunidad=3372, hombres=1352, mujeres=2019, casosAlicante=591, casosCastellon=281, casosValencia=2500
fecha=2022-03-25, casosComunidad=2796, hombres=1228, mujeres=1567, casosAlicante=520, casosCastellon=216, casosValencia=2060
fecha=2022-03-26, casosComunidad=1280, hombres=524, mujeres=753, casosAlicante=234, casosCastellon=151, casosValencia=895
fecha=2022-03-27, casosComunidad=797, hombres=337, mujeres=457, casosAlicante=173, casosCastellon=112, casosValencia=512
fecha=2022-03-28, casosComunidad=2106, hombres=847, mujeres=1259, casosAlicante=420, casosCastellon=500, casosValencia=1186
fecha=2022-03-29, casosComunidad=1544, hombres=596, mujeres=947, casosAlicante=348, casosCastellon=409, casosValencia=787
fecha=2022-03-30, casosComunidad=1637, hombres=666, mujeres=969, casosAlicante=377, casosCastellon=534, casosValencia=726
fecha=2022-03-31, casosComunidad=1336, hombres=546, mujeres=789, casosAlicante=244, casosCastellon=445, casosValencia=647
fecha=2023-03-01, casosComunidad=100, hombres=37, mujeres=63, casosAlicante=31, casosCastellon=16, casosValencia=53
fecha=2023-03-02, casosComunidad=72, hombres=30, mujeres=42, casosAlicante=23, casosCastellon=10, casosValencia=39
fecha=2023-03-03, casosComunidad=106, hombres=43, mujeres=63, casosAlicante=36, casosCastellon=14, casosValencia=56
fecha=2023-03-06, casosComunidad=126, hombres=44, mujeres=82, casosAlicante=39, casosCastellon=25, casosValencia=62
fecha=2023-03-07, casosComunidad=132, hombres=56, mujeres=76, casosAlicante=32, casosCastellon=14, casosValencia=86
fecha=2023-03-08, casosComunidad=132, hombres=54, mujeres=77, casosAlicante=26, casosCastellon=28, casosValencia=78
fecha=2023-03-09, casosComunidad=123, hombres=46, mujeres=77, casosAlicante=14, casosCastellon=29, casosValencia=80
fecha=2023-03-10, casosComunidad=103, hombres=44, mujeres=59, casosAlicante=24, casosCastellon=20, casosValencia=59
fecha=2023-03-13, casosComunidad=146, hombres=52, mujeres=93, casosAlicante=53, casosCastellon=18, casosValencia=75
fecha=2023-03-14, casosComunidad=103, hombres=40, mujeres=63, casosAlicante=28, casosCastellon=32, casosValencia=43
fecha=2023-03-15, casosComunidad=109, hombres=52, mujeres=57, casosAlicante=39, casosCastellon=21, casosValencia=49
fecha=2023-03-16, casosComunidad=150, hombres=54, mujeres=96, casosAlicante=37, casosCastellon=40, casosValencia=73
fecha=2023-03-17, casosComunidad=108, hombres=32, mujeres=76, casosAlicante=35, casosCastellon=17, casosValencia=56
fecha=2023-03-20, casosComunidad=142, hombres=57, mujeres=85, casosAlicante=38, casosCastellon=27, casosValencia=77
fecha=2023-03-21, casosComunidad=167, hombres=57, mujeres=110, casosAlicante=25, casosCastellon=26, casosValencia=116
fecha=2023-03-22, casosComunidad=150, hombres=53, mujeres=97, casosAlicante=32, casosCastellon=36, casosValencia=82
fecha=2023-03-23, casosComunidad=171, hombres=63, mujeres=107, casosAlicante=28, casosCastellon=29, casosValencia=114
fecha=2023-03-24, casosComunidad=154, hombres=63, mujeres=91, casosAlicante=34, casosCastellon=26, casosValencia=94
fecha=2023-03-27, casosComunidad=180, hombres=69, mujeres=111, casosAlicante=36, casosCastellon=29, casosValencia=115
fecha=2023-03-28, casosComunidad=146, hombres=58, mujeres=88, casosAlicante=20, casosCastellon=29, casosValencia=96
fecha=2023-03-29, casosComunidad=129, hombres=54, mujeres=75, casosAlicante=33, casosCastellon=24, casosValencia=72
fecha=2023-03-30, casosComunidad=168, hombres=66, mujeres=102, casosAlicante=53, casosCastellon=24, casosValencia=91
fecha=2023-03-31, casosComunidad=125, hombres=56, mujeres=69, casosAlicante=27, casosCastellon=25, casosValencia=73
