fecha=2020-09-01, casosComunidad=581, hombres=298, mujeres=283, casosAlicante=191, casosCastellon=51, casosValencia=339
fecha=2021-09-09, casosComunidad=240, hombres=100, mujeres=140, casosAlicante=90, casosCastellon=26, casosValencia=124
fecha=2021-09-10, casosComunidad=307, hombres=151, mujeres=156, casosAlicante=135, casosCastellon=45, casosValencia=127
fecha=2021-09-11, casosComunidad=140, hombres=66, mujeres=74, casosAlicante=59, casosCastellon=16, casosValencia=65
fecha=2021-09-12, casosComunidad=88, hombres=48, mujeres=40, casosAlicante=52, casosCastellon=18, casosValencia=18
fecha=2021-09-13, casosComunidad=251, hombres=119, mujeres=132, casosAlicante=98, casosCastellon=30, casosValencia=123
fecha=2021-09-14, casosComunidad=280, hombres=144, mujeres=136, casosAlicante=112, casosCastellon=43, casosValencia=125
fecha=2021-09-15, casosComunidad=273, hombres=135, mujeres=138, casosAlicante=102, casosCastellon=40, casosValencia=131
fecha=2021-09-16, casosComunidad=197, hombres=100, mujeres=97, casosAlicante=96, casosCastellon=30, casosValencia=71
fecha=2021-09-17, casosComunidad=282, hombres=132, mujeres=150, casosAlicante=132, casosCastellon=36, casosValencia=114
fecha=2021-09-18, casosComunidad=134, hombres=65, mujeres=69, casosAlicante=55, casosCastellon=17, casosValencia=62
fecha=2021-09-19, casosComunidad=71, hombres=40, mujeres=31, casosAlicante=31, casosCastellon=18, casosValencia=22
fecha=2021-09-20, casosComunidad=222, hombres=106, mujeres=116, casosAlicante=90, casosCastellon=40, casosValencia=92
fecha=2021-09-21, casosComunidad=224, hombres=98, mujeres=126, casosAlicante=90, casosCastellon=44, casosValencia=90
fecha=2021-09-22, casosComunidad=213, hombres=88, mujeres=125, casosAlicante=96, casosCastellon=44, casosValencia=73
fecha=2021-09-23, casosComunidad=193, hombres=102, mujeres=91, casosAlicante=92, casosCastellon=20, casosValencia=81
fecha=2021-09-24, casosComunidad=200, hombres=95, mujeres=105, casosAlicante=96, casosCastellon=21, casosValencia=83
fecha=2021-09-25, casosComunidad=137, hombres=65, mujeres=72, casosAlicante=64, casosCastellon=23, casosValencia=50
fecha=2021-09-27, casosComunidad=199, hombres=97, mujeres=102, casosAlicante=71, casosCastellon=21, casosValencia=107
fecha=2021-09-28, casosComunidad=202, hombres=106, mujeres=96, casosAlicante=68, casosCastellon=49, casosValencia=85
fecha=2021-09-29, casosComunidad=168, hombres=81, mujeres=87, casosAlicante=67, casosCastellon=35, casosValencia=66
fecha=2021-09-30, casosComunidad=170, hombres=79, mujeres=91, casosAlicante=72, casosCastellon=34, casosValencia=64
fecha=2022-09-01, casosComunidad=311, hombres=142, mujeres=168, casosAlicante=76, casosCastellon=58, casosValencia=177
fecha=2022-09-02, casosComunidad=356, hombres=152, mujeres=204, casosAlicante=99, casosCastellon=68, casosValencia=189
fecha=2022-09-03, casosComunidad=160, hombres=56, mujeres=103, casosAlicante=32, casosCastellon=30, casosValencia=97
fecha=2022-09-04, casosComunidad=122, hombres=59, mujeres=62, casosAlicante=27, casosCastellon=20, casosValencia=75
fecha=2022-09-05, casosComunidad=367, hombres=164, mujeres=203, casosAlicante=90, casosCastellon=54, casosValencia=223
fecha=2022-09-06, casosComunidad=352, hombres=142, mujeres=210, casosAlicante=72, casosCastellon=58, casosValencia=222
fecha=2022-09-07, casosComunidad=343, hombres=130, mujeres=213, casosAlicante=71, casosCastellon=58, casosValencia=214
fecha=2022-09-08, casosComunidad=260, hombres=95, mujeres=165, casosAlicante=45, casosCastellon=51, casosValencia=164
fecha=2022-09-09, casosComunidad=321, hombres=136, mujeres=184, casosAlicante=66, casosCastellon=54, casosValencia=201
fecha=2022-09-10, casosComunidad=137, hombres=63, mujeres=74, casosAlicante=35, casosCastellon=21, casosValencia=81
fecha=2022-09-11, casosComunidad=123, hombres=54, mujeres=69, casosAlicante=39, casosCastellon=15, casosValencia=69
fecha=2022-09-12, casosComunidad=407, hombres=164, mujeres=243, casosAlicante=92, casosCastellon=52, casosValencia=263
fecha=2022-09-13, casosComunidad=355, hombres=152, mujeres=202, casosAlicante=81, casosCastellon=55, casosValencia=219
fecha=2022-09-14, casosComunidad=317, hombres=141, mujeres=176, casosAlicante=79, casosCastellon=46, casosValencia=191
fecha=2022-09-15, casosComunidad=311, hombres=131, mujeres=180, casosAlicante=65, casosCastellon=45, casosValencia=201
fecha=2022-09-16, casosComunidad=309, hombres=139, mujeres=169, casosAlicante=77, casosCastellon=42, casosValencia=190
fecha=2022-09-17, casosComunidad=123, hombres=58, mujeres=65, casosAlicante=31, casosCastellon=21, casosValencia=71
fecha=2022-09-18, casosComunidad=101, hombres=38, mujeres=63, casosAlicante=25, casosCastellon=18, casosValencia=58
fecha=2022-09-19, casosComunidad=379, hombres=158, mujeres=220, casosAlicante=73, casosCastellon=49, casosValencia=257
fecha=2022-09-20, casosComunidad=388, hombres=186, mujeres=202, casosAlicante=91, casosCastellon=58, casosValencia=239
fecha=2022-09-21, casosComunidad=380, hombres=169, mujeres=210, casosAlicante=90, casosCastellon=43, casosValencia=247
fecha=2022-09-22, casosComunidad=317, hombres=137, mujeres=180, casosAlicante=71, casosCastellon=47, casosValencia=199
fecha=2022-09-23, casosComunidad=306, hombres=109, mujeres=196, casosAlicante=68, casosCastellon=49, casosValencia=189
fecha=2022-09-24, casosComunidad=121, hombres=55, mujeres=65, casosAlicante=31, casosCastellon=28, casosValencia=62
fecha=2022-09-25, casosComunidad=104, hombres=59, mujeres=44, casosAlicante=32, casosCastellon=17, casosValencia=55
fecha=2022-09-26, casosComunidad=447, hombres=179, mujeres=266, casosAlicante=93, casosCastellon=69, casosValencia=285
fecha=2022-09-27, casosComunidad=336, hombres=146, mujeres=189, casosAlicante=74, casosCastellon=44, casosValencia=218
fecha=2022-09-28, casosComunidad=337, hombres=125, mujeres=212, casosAlicante=72, casosCastellon=53, casosValencia=212
fecha=2022-09-29, casosComunidad=333, hombres=141, mujeres=192, casosAlicante=81, casosCastellon=38, casosValencia=214
fecha=2022-09-30, casosComunidad=306, hombres=114, mujeres=189, casosAlicante=69, casosCastellon=50, casosValencia=187
fecha=2023-09-01, casosComunidad=298, hombres=117, mujeres=181, casosAlicante=79, casosCastellon=64, casosValencia=155
fecha=2023-09-02, casosComunidad=164, hombres=72, mujeres=92, casosAlicante=44, casosCastellon=32, casosValencia=88
fecha=2023-09-03, casosComunidad=164, hombres=73, mujeres=91, casosAlicante=49, casosCastellon=39, casosValencia=76
fecha=2023-09-04, casosComunidad=319, hombres=130, mujeres=189, casosAlicante=97, casosCastellon=54, casosValencia=168
fecha=2023-09-05, casosComunidad=316, hombres=120, mujeres=196, casosAlicante=78, casosCastellon=75, casosValencia=163
fecha=2023-09-06, casosComunidad=292, hombres=138, mujeres=154, casosAlicante=81, casosCastellon=57, casosValencia=154
fecha=2023-09-07, casosComunidad=239, hombres=115, mujeres=124, casosAlicante=70, casosCastellon=67, casosValencia=102
fecha=2023-09-08, casosComunidad=209, hombres=81, mujeres=128, casosAlicante=47, casosCastellon=42, casosValencia=120
fecha=2023-09-09, casosComunidad=123, hombres=58, mujeres=65, casosAlicante=35, casosCastellon=26, casosValencia=62
fecha=2023-09-10, casosComunidad=130, hombres=54, mujeres=76, casosAlicante=53, casosCastellon=36, casosValencia=41
